id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
X9hrLXF2lqbiA58jExIO2Q,lee-ga-los-angeles-2,LEE GA,https://s3-media3.fl.yelpcdn.com/bphoto/SroxWUfg285q7UPza10iPg/o.jpg,False,https://www.yelp.com/biz/lee-ga-los-angeles-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,111,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 34.06011, 'longitude': -118.29144}","['delivery', 'pickup']",$$,"{'address1': '698 S Vermont Ave', 'address2': 'Ste 106', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['698 S Vermont Ave', 'Ste 106', 'Los Angeles, CA 90005']}",+12136747288,(213) 674-7288,11817.740800989293
s8bZGT6Ptd1r13uLpA9oGw,bellyful-k-food-soju-and-beer-northridge,Bellyful K-Food Soju and Beer,https://s3-media1.fl.yelpcdn.com/bphoto/-8VVzXcgjumzpbKBR4Crew/o.jpg,False,https://www.yelp.com/biz/bellyful-k-food-soju-and-beer-northridge?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,51,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'latitude': 34.240479, 'longitude': -118.56183}","['delivery', 'pickup']",$$,"{'address1': '9346 Corbin Ave', 'address2': 'Ste 1', 'address3': '', 'city': 'Northridge', 'zip_code': '91324', 'country': 'US', 'state': 'CA', 'display_address': ['9346 Corbin Ave', 'Ste 1', 'Northridge, CA 91324']}",+18186268738,(818) 626-8738,28176.3328286695
BAdOTHAvXneDDu4Maqk67g,sun-nong-dan-los-angeles-5,Sun Nong Dan,https://s3-media1.fl.yelpcdn.com/bphoto/zBtO3tfKwMVfT-szaFS44Q/o.jpg,False,https://www.yelp.com/biz/sun-nong-dan-los-angeles-5?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,699,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.05916423861513, 'longitude': -118.308797031641}","['delivery', 'pickup']",$$,"{'address1': '710 S Western Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['710 S Western Ave', 'Los Angeles, CA 90005']}",+12132643303,(213) 264-3303,10340.55796286937
Dnn4_XmzQxOFNpnqh7KyWg,seong-buk-dong-los-angeles,Seong Buk Dong,https://s3-media3.fl.yelpcdn.com/bphoto/f4mko6apjVjPQ5MTJgcR-w/o.jpg,False,https://www.yelp.com/biz/seong-buk-dong-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1230,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 34.0637349, 'longitude': -118.2943728}","['delivery', 'pickup']",$$,"{'address1': '3303 W 6th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3303 W 6th St', 'Los Angeles, CA 90020']}",+12137388977,(213) 738-8977,11773.205725062448
hw2rzzZHXAUuYYHkMkgz3A,mom-and-bop-santa-monica,Mom & Bop,https://s3-media3.fl.yelpcdn.com/bphoto/Br2jJc0nV2oFsCm9wsLeRA/o.jpg,False,https://www.yelp.com/biz/mom-and-bop-santa-monica?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,208,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 34.0179802, 'longitude': -118.4725658}","['delivery', 'pickup']",$$,"{'address1': '1707 Pico Blvd', 'address2': '', 'address3': None, 'city': 'Santa Monica', 'zip_code': '90405', 'country': 'US', 'state': 'CA', 'display_address': ['1707 Pico Blvd', 'Santa Monica, CA 90405']}",+14242729720,(424) 272-9720,5722.100543096741
WO12S4gvOYkYF8_70RWrQA,haneuem-los-angeles-3,HanEuem,https://s3-media3.fl.yelpcdn.com/bphoto/Rh_Q54suMQY5hMU58Z3srg/o.jpg,False,https://www.yelp.com/biz/haneuem-los-angeles-3?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,206,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': 34.064166, 'longitude': -118.309516}","['delivery', 'pickup']",,"{'address1': '539 S Western Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['539 S Western Ave', 'Los Angeles, CA 90020']}",+12133888988,(213) 388-8988,10529.324246056733
C5s9a_prs6TbH510Bt_sqQ,眞-jin-cook-authentic-korean-soul-food-glendale,眞 Jin Cook - Authentic Korean Soul Food,https://s3-media2.fl.yelpcdn.com/bphoto/icf4mChbpwXTXtYCjfwygg/o.jpg,False,https://www.yelp.com/biz/%E7%9C%9E-jin-cook-authentic-korean-soul-food-glendale?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,538,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.150372025652075, 'longitude': -118.25477945231893}","['delivery', 'pickup']",$$,"{'address1': '310 N Brand Blvd', 'address2': None, 'address3': '', 'city': 'Glendale', 'zip_code': '91203', 'country': 'US', 'state': 'CA', 'display_address': ['310 N Brand Blvd', 'Glendale, CA 91203']}",+18186377820,(818) 637-7820,20392.18119373661
xRB-PmYVsVXVY1TaYUjapw,alibi-room-los-angeles-2,Alibi Room,https://s3-media1.fl.yelpcdn.com/bphoto/z9HpPAbKDYj5L3VE7GGqMQ/o.jpg,False,https://www.yelp.com/biz/alibi-room-los-angeles-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1554,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 33.99689, 'longitude': -118.42654}",['delivery'],$$,"{'address1': '12236 W Washington Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12236 W Washington Blvd', 'Los Angeles, CA 90066']}",+13103909300,(310) 390-9300,2945.98093882527
76GzaOa0qX8Zu2IHB4zVEA,jin-jja-roo-gardena-3,Jin Jja Roo,https://s3-media2.fl.yelpcdn.com/bphoto/U2gWHEtu4lLdyz8MEKTq_Q/o.jpg,False,https://www.yelp.com/biz/jin-jja-roo-gardena-3?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,372,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 33.8910832, 'longitude': -118.3097111}","['delivery', 'pickup']",$$,"{'address1': '15435 S Western Ave', 'address2': 'Ste 115', 'address3': '', 'city': 'Gardena', 'zip_code': '90249', 'country': 'US', 'state': 'CA', 'display_address': ['15435 S Western Ave', 'Ste 115', 'Gardena, CA 90249']}",+13103297586,(310) 329-7586,17102.566667179668
1ZEUvoDlg7ixlwwlK2a3mQ,ha-sun-saeng-master-ha-los-angeles-2,Ha Sun Saeng - Master Ha,https://s3-media3.fl.yelpcdn.com/bphoto/YR1Aw7WSeoQQ7gYR3mYfPQ/o.jpg,False,https://www.yelp.com/biz/ha-sun-saeng-master-ha-los-angeles-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,407,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 34.0497189, 'longitude': -118.3091849}","['delivery', 'pickup']",$$,"{'address1': '1147 S Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['1147 S Western Ave', 'Los Angeles, CA 90006']}",+13239980427,(323) 998-0427,9874.661814163586
g-B5qeJ0V9mTKrM9Ekr7BA,gushi-los-angeles,Gushi,https://s3-media1.fl.yelpcdn.com/bphoto/e3scqeFitvgVSKaEQx8PrA/o.jpg,False,https://www.yelp.com/biz/gushi-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1232,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 34.0622540563345, 'longitude': -118.448043912649}",['delivery'],$$,"{'address1': '978 Gayley Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['978 Gayley Ave', 'Los Angeles, CA 90024']}",+13102084038,(310) 208-4038,5808.823923274579
LLj451UZrvt3SkZVrEZ4ew,mdk-noodles-los-angeles,MDK Noodles,https://s3-media4.fl.yelpcdn.com/bphoto/gQnUKp41bMyq1S-ctzlzGw/o.jpg,False,https://www.yelp.com/biz/mdk-noodles-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1603,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 34.0615549821861, 'longitude': -118.304317495701}","['delivery', 'pickup']",$$,"{'address1': '3630 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3630 Wilshire Blvd', 'Los Angeles, CA 90010']}",+12133857789,(213) 385-7789,10826.878727404814
PX8INO1KIEn9kLGKQz8U-w,ham-ji-park-los-angeles-2,Ham Ji Park,https://s3-media1.fl.yelpcdn.com/bphoto/o6pzmH3IccfLpaF-pWgOVQ/o.jpg,False,https://www.yelp.com/biz/ham-ji-park-los-angeles-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1677,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 34.063757, 'longitude': -118.295838}",['delivery'],$$,"{'address1': '3407 W 6th St', 'address2': 'Ste 101C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3407 W 6th St', 'Ste 101C', 'Los Angeles, CA 90020']}",+12133658773,(213) 365-8773,11638.494486011827
Uf_AeFRKaCIuLhC8p3dcOg,musse-los-angeles,MUSSE,https://s3-media2.fl.yelpcdn.com/bphoto/aElE8HDO1anuhFceH_qBMA/o.jpg,False,https://www.yelp.com/biz/musse-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,525,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.224277449177, 'longitude': -118.535849712789}","['delivery', 'pickup']",$$,"{'address1': '8456 Reseda Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '91324', 'country': 'US', 'state': 'CA', 'display_address': ['8456 Reseda Blvd', 'Los Angeles, CA 91324']}",+18183491613,(818) 349-1613,25460.57038160223
CcqraT0cuGKYEcZ1ri_kxg,broken-mouth-lees-homestyle-los-angeles-5,BROKEN MOUTH | Lee's Homestyle,https://s3-media2.fl.yelpcdn.com/bphoto/PJlPMTnxBb-pxm9OkmKPhQ/o.jpg,False,https://www.yelp.com/biz/broken-mouth-lees-homestyle-los-angeles-5?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1566,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",5.0,"{'latitude': 34.042734, 'longitude': -118.250779}","['delivery', 'pickup']",$$,"{'address1': '718 S Los Angeles St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['718 S Los Angeles St', 'Los Angeles, CA 90014']}",+12134189588,(213) 418-9588,14945.22000640088
r6-usl4pPnuj9mlP-nEr_g,jinsol-gukbap-la-los-angeles,Jinsol Gukbap La,https://s3-media1.fl.yelpcdn.com/bphoto/UKmw-cYk3Vb75fP20MBz2g/o.jpg,False,https://www.yelp.com/biz/jinsol-gukbap-la-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,396,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 34.0691820399339, 'longitude': -118.301501308902}",['delivery'],$$,"{'address1': '4031 W 3rd St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['4031 W 3rd St', 'Los Angeles, CA 90020']}",+12133650097,(213) 365-0097,11441.165899168132
4SeGageaPuloEW7z4Peffw,galbi-king-los-angeles,Galbi King,https://s3-media1.fl.yelpcdn.com/bphoto/qcsuBsdaUlxlo8KgxVLCnQ/o.jpg,False,https://www.yelp.com/biz/galbi-king-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,725,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 34.0266601, 'longitude': -118.4308361}",['delivery'],$$,"{'address1': '11267 National Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11267 National Blvd', 'Los Angeles, CA 90064']}",+13104776075,(310) 477-6075,2019.9133235072711
JYGPEUZy4k5ObXGIjcD3DA,hae-jang-chon-los-angeles-2,Hae Jang Chon,https://s3-media2.fl.yelpcdn.com/bphoto/UE_ZY3fBqOaun7z-75Drbw/o.jpg,False,https://www.yelp.com/biz/hae-jang-chon-los-angeles-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,5617,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 34.06383295052755, 'longitude': -118.30612569141431}","['delivery', 'pickup']",$$$,"{'address1': '3821 W 6th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3821 W 6th St', 'Los Angeles, CA 90020']}",+12133898777,(213) 389-8777,10788.000574801421
cfC6W2WVA0icfITamMiXGw,ricecups-el-segundo,RiceCups,https://s3-media3.fl.yelpcdn.com/bphoto/-lCmla9qiNevlVQBkiYTOA/o.jpg,False,https://www.yelp.com/biz/ricecups-el-segundo?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,12,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'korean', 'title': 'Korean'}]",5.0,"{'latitude': 33.918553, 'longitude': -118.415182}",[],,"{'address1': '130 E Grand Ave', 'address2': 'Unit K', 'address3': '', 'city': 'El Segundo', 'zip_code': '90245', 'country': 'US', 'state': 'CA', 'display_address': ['130 E Grand Ave', 'Unit K', 'El Segundo, CA 90245']}",+12135950222,(213) 595-0222,11297.670252339038
